FD:A1:04:E0:B2:92,name
datetime,value
2023-01-26 12:28:59.468000,26.5
2023-01-26 12:29:00.469000,26.5
2023-01-26 12:29:01.468000,26.625
2023-01-26 12:29:02.468000,26.5
2023-01-26 12:29:03.469000,26.75
2023-01-26 12:29:04.468000,26.5
2023-01-26 12:29:05.468000,26.625
2023-01-26 12:29:06.469000,26.75
2023-01-26 12:29:07.468000,26.5
2023-01-26 12:29:08.468000,26.625
2023-01-26 12:29:09.467000,26.5
2023-01-26 12:29:10.468000,26.5
2023-01-26 12:29:11.468000,26.5
2023-01-26 12:29:12.467000,26.5
2023-01-26 12:29:13.468000,26.375
2023-01-26 12:29:14.468000,26.5
2023-01-26 12:29:15.467000,26.625
2023-01-26 12:29:16.468000,26.5
2023-01-26 12:29:17.467000,26.75
2023-01-26 12:29:18.467000,26.625
2023-01-26 12:29:19.468000,26.625
2023-01-26 12:29:20.467000,26.5
2023-01-26 12:29:21.467000,26.625
2023-01-26 12:29:22.468000,26.875
2023-01-26 12:29:23.467000,26.625
2023-01-26 12:29:24.467000,26.5
2023-01-26 12:29:25.466000,26.5
2023-01-26 12:29:26.467000,26.625
2023-01-26 12:29:27.467000,26.75
2023-01-26 12:29:28.466000,26.375
2023-01-26 12:29:29.467000,26.375
2023-01-26 12:29:30.467000,26.75
2023-01-26 12:29:31.466000,26.5
2023-01-26 12:29:32.467000,26.5
2023-01-26 12:29:33.466000,26.75
2023-01-26 12:29:34.466000,26.5
2023-01-26 12:29:35.467000,26.5
2023-01-26 12:29:36.466000,26.625
2023-01-26 12:29:37.466000,26.375
2023-01-26 12:29:38.467000,26.75
2023-01-26 12:29:39.466000,26.625
2023-01-26 12:29:40.466000,26.625
2023-01-26 12:29:41.465000,26.625
2023-01-26 12:29:42.466000,26.625
2023-01-26 12:29:43.466000,26.625
2023-01-26 12:29:44.465000,26.5
2023-01-26 12:29:45.466000,26.5
2023-01-26 12:29:46.466000,26.5
2023-01-26 12:29:47.465000,26.625
2023-01-26 12:29:48.466000,26.5
2023-01-26 12:29:49.465000,26.625
2023-01-26 12:29:50.465000,26.625
2023-01-26 12:29:51.466000,26.5
2023-01-26 12:29:52.465000,26.625
2023-01-26 12:29:53.465000,26.75
2023-01-26 12:29:54.466000,26.5
2023-01-26 12:29:55.465000,26.625
2023-01-26 12:29:56.465000,26.625
2023-01-26 12:29:57.464000,26.375
2023-01-26 12:29:58.465000,26.5
2023-01-26 12:29:59.465000,26.5
2023-01-26 12:30:00.464000,26.5
2023-01-26 12:30:01.465000,26.625
2023-01-26 12:30:02.465000,26.5
2023-01-26 12:30:03.464000,26.5
2023-01-26 12:30:04.465000,26.5
2023-01-26 12:30:05.464000,26.625
2023-01-26 12:30:06.464000,26.625
2023-01-26 12:30:07.465000,26.625
2023-01-26 12:30:08.464000,26.5
2023-01-26 12:30:09.464000,26.625
2023-01-26 12:30:10.465000,26.75
2023-01-26 12:30:11.464000,26.625
2023-01-26 12:30:12.464000,26.75
2023-01-26 12:30:13.463000,26.75
2023-01-26 12:30:14.464000,26.75
2023-01-26 12:30:15.464000,26.5
2023-01-26 12:30:16.463000,26.75
2023-01-26 12:30:17.464000,26.375
2023-01-26 12:30:18.464000,26.75
2023-01-26 12:30:19.463000,26.625
2023-01-26 12:30:20.464000,26.75
2023-01-26 12:30:21.463000,26.5
2023-01-26 12:30:22.463000,26.625
2023-01-26 12:30:23.464000,26.625
2023-01-26 12:30:24.463000,26.375
2023-01-26 12:30:25.463000,26.75
2023-01-26 12:30:26.464000,26.625
2023-01-26 12:30:27.463000,26.625
2023-01-26 12:30:28.463000,26.75
2023-01-26 12:30:29.462000,26.75
2023-01-26 12:30:30.463000,26.875
2023-01-26 12:30:31.463000,26.5
2023-01-26 12:30:32.462000,26.875
2023-01-26 12:30:33.463000,26.75
2023-01-26 12:30:34.463000,26.625
2023-01-26 12:30:35.462000,26.75
2023-01-26 12:30:36.463000,26.625
2023-01-26 12:30:37.462000,26.875
2023-01-26 12:30:38.462000,26.625
2023-01-26 12:30:39.463000,26.75
2023-01-26 12:30:40.462000,26.75
2023-01-26 12:30:41.462000,26.75
2023-01-26 12:30:42.463000,26.625
2023-01-26 12:30:43.462000,26.75
2023-01-26 12:30:44.462000,26.75
2023-01-26 12:30:45.461000,26.75
2023-01-26 12:30:46.462000,26.5
2023-01-26 12:30:47.462000,26.75
2023-01-26 12:30:48.461000,26.75
2023-01-26 12:30:49.462000,26.75
2023-01-26 12:30:50.462000,26.625
2023-01-26 12:30:51.461000,26.5
2023-01-26 12:30:52.462000,26.875
2023-01-26 12:30:53.461000,26.5
2023-01-26 12:30:54.461000,26.875
2023-01-26 12:30:55.462000,26.625
2023-01-26 12:30:56.461000,26.5
2023-01-26 12:30:57.461000,26.625
2023-01-26 12:30:58.462000,26.75
2023-01-26 12:30:59.461000,26.75
2023-01-26 12:31:00.461000,26.625
2023-01-26 12:31:01.460000,26.625
2023-01-26 12:31:02.461000,26.875
2023-01-26 12:31:03.461000,26.625
2023-01-26 12:31:04.460000,26.5
