com.samsung.shealth.step_daily_trend,6233003,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
cdffff5e-2558-4795-989e-6ae2802f3e7b.binning_data.json,2023-01-26 17:10:35.456,2023-01-26 17:10:35.456,com.sec.android.app.shealth,-2,1813,1.2261393,1341.0599,65.95001,VfS0qUERdZ,com.sec.android.app.shealth,cdffff5e-2558-4795-989e-6ae2802f3e7b,1674345600000,
da3a3579-f126-46ad-8ba5-0ffba5db23b6.binning_data.json,2023-01-26 17:10:35.237,2023-01-26 17:10:35.237,com.sec.android.app.shealth,-2,1926,1.3062984,1454.6101,98.06003,VfS0qUERdZ,com.sec.android.app.shealth,da3a3579-f126-46ad-8ba5-0ffba5db23b6,1674518400000,
fa104763-5291-4dc5-a9a8-dee6018eaf93.binning_data.json,2023-01-27 08:28:27.384,2023-01-26 17:11:01.986,com.sec.android.app.shealth,-2,2792,1.2920175,2106.7502,144.31,VfS0qUERdZ,com.sec.android.app.shealth,fa104763-5291-4dc5-a9a8-dee6018eaf93,1674691200000,
68c0fbfa-087b-4388-8771-d20232ce78a9.binning_data.json,2023-01-26 17:10:35.263,2023-01-26 17:10:35.263,com.sec.android.app.shealth,-2,2554,1.3336122,1935.6199,82.289955,VfS0qUERdZ,com.sec.android.app.shealth,68c0fbfa-087b-4388-8771-d20232ce78a9,1674432000000,
ecf79ad8-6960-45e9-9384-0783ae564686.binning_data.json,2023-01-27 06:00:01.193,2023-01-27 06:00:01.193,com.sec.android.app.shealth,0,1836,1.2878559,1387.5599,90.759995,aZEautf6/t,com.sec.android.app.shealth,ecf79ad8-6960-45e9-9384-0783ae564686,1674691200000,
a6de2ec3-fd66-4007-b385-fe6d3ac702f0.binning_data.json,2023-01-26 17:10:35.242,2023-01-26 17:10:35.242,com.sec.android.app.shealth,-2,1046,1.1741658,769.49,51.989998,VfS0qUERdZ,com.sec.android.app.shealth,a6de2ec3-fd66-4007-b385-fe6d3ac702f0,1674604800000,
b62c340f-419d-4387-8255-78c50a48f24b.binning_data.json,2023-01-28 06:00:28.488,2023-01-27 06:00:02.398,com.sec.android.app.shealth,104,2360,1.3234801,1789.3506,127.26004,iRIQdWw88T,com.sec.android.app.shealth,b62c340f-419d-4387-8255-78c50a48f24b,1674691200000,
187392c5-39bb-4a03-8c95-f156070e0b9f.binning_data.json,2023-01-27 06:00:02.365,2023-01-27 06:00:02.365,com.sec.android.app.shealth,104,1926,1.3062984,1454.6101,98.06003,iRIQdWw88T,com.sec.android.app.shealth,187392c5-39bb-4a03-8c95-f156070e0b9f,1674518400000,
0fee4760-1812-401d-9c39-9420d135bc16.binning_data.json,2023-01-27 06:00:02.391,2023-01-27 06:00:02.391,com.sec.android.app.shealth,104,1813,1.2261393,1341.0599,65.95001,iRIQdWw88T,com.sec.android.app.shealth,0fee4760-1812-401d-9c39-9420d135bc16,1674345600000,
cae36fe5-d6df-494b-a2b3-ddbcd8e1f6a7.binning_data.json,2023-01-28 19:16:10.506,2023-01-27 08:27:14.610,com.sec.android.app.shealth,-2,836,1.1987317,619.0504,41.63001,VfS0qUERdZ,com.sec.android.app.shealth,cae36fe5-d6df-494b-a2b3-ddbcd8e1f6a7,1674777600000,
ac983978-94c2-4398-bab6-766eb37d5567.binning_data.json,2023-01-27 06:00:02.450,2023-01-27 06:00:02.450,com.sec.android.app.shealth,104,1046,1.1741658,769.49,51.989998,iRIQdWw88T,com.sec.android.app.shealth,ac983978-94c2-4398-bab6-766eb37d5567,1674604800000,
29d5f4a5-268a-4fd0-a500-6a9e302b8805.binning_data.json,2023-01-29 06:00:01.647,2023-01-29 06:00:01.647,com.sec.android.app.shealth,0,2437,1.2891458,1842.15,121.21,aZEautf6/t,com.sec.android.app.shealth,29d5f4a5-268a-4fd0-a500-6a9e302b8805,1674864000000,
32ec890e-0cee-47d2-8c8d-e51116ece579.binning_data.json,2023-01-28 06:00:27.394,2023-01-28 06:00:27.394,com.sec.android.app.shealth,0,139,1.2194368,103.53,6.81,aZEautf6/t,com.sec.android.app.shealth,32ec890e-0cee-47d2-8c8d-e51116ece579,1674777600000,
0be1b2c1-ede8-4578-b79d-bd22633a3c7c.binning_data.json,2023-01-27 06:00:02.375,2023-01-27 06:00:02.375,com.sec.android.app.shealth,104,2554,1.3336122,1935.6199,82.289955,iRIQdWw88T,com.sec.android.app.shealth,0be1b2c1-ede8-4578-b79d-bd22633a3c7c,1674432000000,
7de61ada-6ad3-4657-ba91-abd71cc45a03.binning_data.json,2023-01-29 09:29:24.434,2023-01-28 19:16:10.206,com.sec.android.app.shealth,-2,3478,1.2625602,2610.4197,173.65,VfS0qUERdZ,com.sec.android.app.shealth,7de61ada-6ad3-4657-ba91-abd71cc45a03,1674864000000,
211a49f3-f725-4888-9eb8-d06e18647e6d.binning_data.json,2023-01-30 15:26:44.081,2023-01-29 09:29:24.207,com.sec.android.app.shealth,-2,812,1.2357378,604.79,39.59992,VfS0qUERdZ,com.sec.android.app.shealth,211a49f3-f725-4888-9eb8-d06e18647e6d,1674950400000,
91053bf7-8793-447f-bdc0-91ff709d78ed.binning_data.json,2023-01-30 06:00:02.321,2023-01-29 06:00:02.799,com.sec.android.app.shealth,104,3052,1.2702211,2286.5,151.92978,iRIQdWw88T,com.sec.android.app.shealth,91053bf7-8793-447f-bdc0-91ff709d78ed,1674864000000,
3ddc58a2-410f-43f1-a1fe-c7be2b546ad4.binning_data.json,2023-01-31 06:00:01.006,2023-01-31 06:00:01.006,com.sec.android.app.shealth,0,2071,1.2256676,1553.32,102.75001,aZEautf6/t,com.sec.android.app.shealth,3ddc58a2-410f-43f1-a1fe-c7be2b546ad4,1675036800000,
a591e662-64e6-4add-934c-0e32939a0539.binning_data.json,2023-01-30 06:00:01.345,2023-01-30 06:00:01.345,com.sec.android.app.shealth,0,73,1.1388888,54.09,3.6,aZEautf6/t,com.sec.android.app.shealth,a591e662-64e6-4add-934c-0e32939a0539,1674950400000,
ba6bb5c3-84d8-4267-82f9-d22bb4eaa9f6.binning_data.json,2023-01-29 06:00:02.806,2023-01-28 06:00:28.498,com.sec.android.app.shealth,104,807,1.2111543,598.8604,40.140007,iRIQdWw88T,com.sec.android.app.shealth,ba6bb5c3-84d8-4267-82f9-d22bb4eaa9f6,1674777600000,
2dc33ccc-a3d8-48f9-a502-1d433ce8620f.binning_data.json,2023-02-01 06:00:02.247,2023-01-31 06:00:02.143,com.sec.android.app.shealth,104,1867,1.3073003,1410.2994,93.559875,iRIQdWw88T,com.sec.android.app.shealth,2dc33ccc-a3d8-48f9-a502-1d433ce8620f,1675036800000,
729f1c8c-e342-43f8-ad12-90b0df5d1767.binning_data.json,2023-02-01 08:16:50.573,2023-01-31 10:11:56.687,com.sec.android.app.shealth,-2,1235,1.2317629,919.9199,57.079845,VfS0qUERdZ,com.sec.android.app.shealth,729f1c8c-e342-43f8-ad12-90b0df5d1767,1675123200000,
90e7096e-df2f-4cda-b0d6-60901e3f5542.binning_data.json,2023-02-02 06:00:02.564,2023-02-02 06:00:02.564,com.sec.android.app.shealth,0,2593,1.2388265,1933.47,79.569984,aZEautf6/t,com.sec.android.app.shealth,90e7096e-df2f-4cda-b0d6-60901e3f5542,1675209600000,
3d3a6333-9fbd-4f95-bb7a-0ba66a7475cb.binning_data.json,2023-01-31 14:49:58.751,2023-01-30 15:26:43.867,com.sec.android.app.shealth,-2,2822,1.2253802,2111.4397,140.92987,VfS0qUERdZ,com.sec.android.app.shealth,3d3a6333-9fbd-4f95-bb7a-0ba66a7475cb,1675036800000,
a40b32a6-5e05-4991-a911-88b280dd4dcc.binning_data.json,2023-01-31 06:00:02.010,2023-01-30 06:00:02.341,com.sec.android.app.shealth,104,801,1.2385648,595.67,39.00992,iRIQdWw88T,com.sec.android.app.shealth,a40b32a6-5e05-4991-a911-88b280dd4dcc,1674950400000,
512a753c-827c-4849-a1cf-efefa71d9267.binning_data.json,2023-02-01 06:00:01.074,2023-02-01 06:00:01.074,com.sec.android.app.shealth,0,340,1.18799,251.93001,10.88,aZEautf6/t,com.sec.android.app.shealth,512a753c-827c-4849-a1cf-efefa71d9267,1675123200000,
29c4e117-7ff7-49e6-a5e9-5a5677903714.binning_data.json,2023-02-02 09:38:07.851,2023-02-01 08:16:50.353,com.sec.android.app.shealth,-2,3449,1.265303,2578.1487,137.8399,VfS0qUERdZ,com.sec.android.app.shealth,29c4e117-7ff7-49e6-a5e9-5a5677903714,1675209600000,
1ab53624-93a7-4fc8-95a1-404134bf4937.binning_data.json,2023-02-04 06:00:01.367,2023-02-04 06:00:01.367,com.sec.android.app.shealth,0,159,1.1816571,117.71,4.9599996,aZEautf6/t,com.sec.android.app.shealth,1ab53624-93a7-4fc8-95a1-404134bf4937,1675382400000,
0a8d73ba-9102-4545-bc0a-aacb34c80507.binning_data.json,2023-02-03 06:00:03.082,2023-02-02 06:00:03.719,com.sec.android.app.shealth,104,2847,1.2737736,2133.8567,143.34966,iRIQdWw88T,com.sec.android.app.shealth,0a8d73ba-9102-4545-bc0a-aacb34c80507,1675209600000,
52acddd4-b740-473a-9b10-e507ad5a9c66.binning_data.json,2023-02-03 05:49:55.320,2023-02-02 19:06:19.076,com.sec.android.app.shealth,-2,1458,1.4399916,1106.361,67.729866,VfS0qUERdZ,com.sec.android.app.shealth,52acddd4-b740-473a-9b10-e507ad5a9c66,1675296000000,
d58fecb0-f418-479b-9dc0-2703d290b901.binning_data.json,2023-02-03 06:00:01.996,2023-02-03 06:00:01.996,com.sec.android.app.shealth,0,609,1.2296406,455.46,21.509996,aZEautf6/t,com.sec.android.app.shealth,d58fecb0-f418-479b-9dc0-2703d290b901,1675296000000,
