com.samsung.shealth.social.public_challenge,6233003,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2023-01-28 19:44:01.410,2023-01-28 19:44:01.410,ca67c6a5-128e-46ce-b3cd-0ab1dd21c07b.body.json,aZEautf6/t,com.sec.android.app.shealth,1674935041380,ca67c6a5-128e-46ce-b3cd-0ab1dd21c07b,
