com.samsung.shealth.social.public_challenge.extra,6233003,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2023-01-26 17:10:30.518,2023-01-26 17:10:30.518,2,{"uiViewStatusItemList":[]},aZEautf6/t,com.sec.android.app.shealth,ab129af3-1783-431c-af09-c200b3155d81,
