com.samsung.shealth.social.public_challenge.history,6233003,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2023-01-28 19:44:01.643,2023-01-28 19:44:01.643,7b82e138-ce68-4594-bab5-c8df5a4ff48a.body.json,SIMPLE_LEVEL,aZEautf6/t,com.sec.android.app.shealth,1674935041623,7b82e138-ce68-4594-bab5-c8df5a4ff48a,
