com.samsung.shealth.tracker.pedometer_step_count,6227003,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
15025,4,0,22,2023-01-26 05:09:00.000,,,2023-01-26 05:10:30.612,2023-01-26 05:10:30.612,22,1.0555556,15.86,1.07,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 05:10:00.000,baf8688a-72e3-4af5-9cae-bcfc11bc5132,
28652,4,0,47,2023-01-23 05:07:00.000,,,2023-01-23 05:08:33.693,2023-01-23 05:08:33.693,47,1.2222222,35.02,1.48,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 05:08:00.000,34fe511d-fd57-4ec8-bc43-1ab4b5607558,
5637,4,0,10,2023-01-24 09:48:00.000,,,2023-01-24 09:48:02.099,2023-01-24 09:48:02.099,10,1.3055556,7.3601074,0.5200043,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 09:49:00.000,21809416-32e0-457a-a7ae-63949c2b7598,
15247,4,0,22,2023-01-24 21:59:00.000,,,2023-01-24 21:59:52.082,2023-01-24 21:59:45.313,22,1.0283546,15.6796875,1.1100311,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 22:00:00.000,bb5ea5e4-1db7-4f95-9de2-4ea6f7e9284c,
7252,4,0,13,2023-01-25 20:05:00.000,,,2023-01-25 20:06:06.449,2023-01-25 20:06:06.449,13,1.3333334,9.67,0.6,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 20:06:00.000,cacd4d6c-111e-40cc-9c2c-346afbf704a4,
7802,4,0,13,2023-01-26 10:25:00.000,,,2023-01-26 10:26:22.765,2023-01-26 10:26:22.765,13,1.2777778,9.97,0.61,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 10:26:00.000,18374e93-ccba-462e-8d71-a5c1530c19e8,
8482,4,0,11,2023-01-25 21:24:00.000,,,2023-01-25 21:24:21.210,2023-01-25 21:24:21.210,11,0.8888889,7.54,0.65,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 21:25:00.000,8d102fb3-eeaa-49cb-9604-d3b4ae65c1a1,
8309,4,0,12,2023-01-24 20:12:00.000,,,2023-01-24 20:12:06.566,2023-01-24 20:12:06.566,12,1.0277777,8.54,0.56,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 20:13:00.000,3913350e-ead2-41e4-ba98-e1720bb0376b,
6142,4,0,11,2023-01-23 05:37:00.000,,,2023-01-23 05:37:09.965,2023-01-23 05:37:09.965,11,1.3611112,8.36,0.37,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 05:38:00.000,05a2b9cf-ec75-4b0d-a44c-2d26c4ffb5f6,
4259,4,0,11,2023-01-24 23:09:00.000,,,2023-01-24 23:09:53.557,2023-01-24 23:09:53.557,11,2.1388888,9.11,0.48,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 23:10:00.000,47b7dc58-9d7d-4112-ad74-27c60299e000,
11298,4,8,24,2023-01-24 20:40:00.000,,,2023-01-24 20:41:34.199,2023-01-24 20:40:19.378,32,2.501136,28.259998,2.44,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 20:41:00.000,af0bebd1-122a-4629-815d-e67681e15bb8,
60000,4,0,111,2023-01-25 00:09:00.000,,,2023-01-25 00:14:59.352,2023-01-25 00:14:59.352,111,1.4213333,85.28,5.54,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:10:00.000,2b8466b2-b137-46d0-a640-621ae649c709,
6646,4,0,10,2023-01-26 01:24:00.000,,,2023-01-26 01:27:13.251,2023-01-26 01:27:13.251,10,1.0833334,7.2,0.5,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:25:00.000,49dcc586-758c-40eb-b837-8503c84f87be,
18908,4,0,30,2023-01-25 00:17:00.000,,,2023-01-25 00:20:06.567,2023-01-25 00:20:06.567,30,1.1666666,22.06,1.44,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:18:00.000,76daa04c-d955-402e-b194-7c79b374ac8a,
14649,4,0,26,2023-01-23 10:19:00.000,,,2023-01-23 10:21:28.503,2023-01-23 10:21:28.503,26,1.3611112,19.94,0.8,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 10:20:00.000,13334380-c689-43a2-8fea-a7a3ecc906f1,
7536,4,0,13,2023-01-24 22:02:00.000,,,2023-01-24 22:04:27.336,2023-01-24 22:04:27.336,13,1.25,9.42,0.7,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 22:03:00.000,e584e91b-311f-43c2-b2d8-e25f47774db4,
5737,4,0,10,2023-01-25 00:24:00.000,,,2023-01-25 00:30:16.947,2023-01-25 00:30:16.947,10,1.3055556,7.49,0.48,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:25:00.000,68763ef7-6e10-40a8-bef1-7461fa59e4af,
11092,4,0,21,2023-01-24 23:06:00.000,,,2023-01-24 23:07:59.294,2023-01-24 23:07:59.294,21,1.4722222,16.33,1.01,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 23:07:00.000,22112f06-3b92-45ee-8ede-3a6dbe4db221,
10633,4,0,16,2023-01-26 16:34:00.000,,,2023-01-26 16:34:59.999,2023-01-26 16:34:59.999,16,1.0833333,11.52,0.76,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 16:35:00.000,d8ac0032-b0d1-40a1-9cc0-37dd8837129d,
9521,4,0,14,2023-01-23 10:37:00.000,,,2023-01-23 10:37:44.417,2023-01-23 10:37:44.417,14,1.0555556,10.05,0.45,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 10:38:00.000,48e72ab8-3701-46f2-ad94-1318bf98fc21,
6810,4,0,10,2023-01-24 22:46:00.000,,,2023-01-24 22:46:34.904,2023-01-24 22:46:34.904,10,1.0277778,7.0,0.6799927,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 22:47:00.000,0fe580bf-ec68-45bf-94d1-db0c6e83d970,
49642,4,0,87,2023-01-26 19:21:00.000,,,2023-01-26 19:21:49.952,2023-01-26 19:21:49.506,87,1.3333334,66.19,4.3500004,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 19:22:00.000,36193591-a52f-4056-9303-af41768c25ad,
9050,4,0,15,2023-01-23 10:47:00.000,,,2023-01-23 10:58:23.132,2023-01-23 10:58:23.132,15,1.1944444,10.81,0.65,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 10:48:00.000,15018c9b-56de-4f05-81f5-0cc32ca289cd,
15711,4,0,25,2023-01-26 01:56:00.000,,,2023-01-26 01:59:12.359,2023-01-26 01:59:12.359,25,1.1666666,18.33,1.25,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:57:00.000,8476d60e-da57-48c5-96f8-bc29ed330f05,
5579,4,0,12,2023-01-25 01:23:00.000,,,2023-01-25 01:23:56.879,2023-01-25 01:23:55.564,12,1.7332461,9.67,0.6,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:24:00.000,19210736-2733-4daa-8360-09bc8f598e08,
17172,4,0,34,2023-01-26 18:00:00.000,,,2023-01-26 18:05:51.965,2023-01-26 18:05:51.965,34,1.5833334,27.19,1.51,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 18:01:00.000,3efb1f20-c603-4dad-ae2a-d8aee72e9a7e,
59992,4,0,110,2023-01-25 00:07:00.000,,,2023-01-25 00:14:59.243,2023-01-25 00:14:59.243,110,1.4166666,84.99,5.5,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:08:00.000,e37b5548-4d8a-4010-aa9f-df5079a1f86c,
59315,4,0,109,2023-01-25 00:06:00.000,,,2023-01-25 00:14:59.207,2023-01-25 00:14:59.207,109,1.4166666,84.03,5.45,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:07:00.000,98271169-dcbf-4d5b-a48e-b8b1a247e001,
6378,4,0,11,2023-01-26 03:41:00.000,,,2023-01-26 03:49:52.357,2023-01-26 03:49:52.357,11,1.2777778,8.15,0.52,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 03:42:00.000,c3f5aa42-4786-4ace-8a5a-607a9a472ab0,
6544,4,0,11,2023-01-26 19:11:00.000,,,2023-01-26 19:12:49.321,2023-01-26 19:12:49.321,11,1.25,8.18,0.53,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:12:00.000,47871f40-91eb-4afb-bbba-a6cdc8aa2298,
5311,4,0,10,2023-01-23 10:57:00.000,,,2023-01-23 10:58:23.780,2023-01-23 10:58:23.780,10,1.4722222,7.82,0.29,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 10:58:00.000,f616f76e-b521-4081-a5f2-d7e95c6b575c,
9747,4,0,15,2023-01-25 01:38:00.000,,,2023-01-25 01:38:58.779,2023-01-25 01:38:58.779,15,1.1111112,10.83,0.76,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:39:00.000,e68fa024-c6f4-4c27-9c27-69e70b64c115,
54426,4,0,91,2023-01-25 00:15:00.000,,,2023-01-25 00:20:06.308,2023-01-25 00:15:15.270,91,1.238195,67.39,4.52,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:16:00.000,99721826-751d-4c7a-a9a9-6ef5dd63e5b7,
1264,4,0,2,2023-01-25 04:45:00.000,,,2023-01-25 04:45:20.400,2023-01-25 04:45:20.400,2,1.1388888,1.44,0.1,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 04:46:00.000,4932407b-0030-4864-addc-acfbbc113061,
14701,4,0,21,2023-01-25 00:14:00.000,,,2023-01-25 00:15:03.575,2023-01-25 00:15:03.575,21,1.0277778,15.11,1.09,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:15:00.000,c53f1614-72c2-4445-adcb-b549c45e1250,
6790,4,4,10,2023-01-23 11:50:00.000,,,2023-01-23 11:50:59.234,2023-01-23 11:50:56.873,14,1.6567223,11.24997,0.76999146,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 11:51:00.000,1575f592-d2a6-4656-9dc4-94b16b2d110f,
25527,4,0,42,2023-01-26 08:35:00.000,,,2023-01-26 08:36:25.274,2023-01-26 08:36:25.274,42,1.2222222,31.2,2.0,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 08:36:00.000,eef54ff6-a748-4cc9-80e6-058fe208d1df,
60000,4,0,88,2023-01-26 19:24:00.000,,,2023-01-26 19:32:14.058,2023-01-26 19:32:14.058,88,1.0423334,62.54,8.75,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:25:00.000,5b618ced-71df-4b07-ba32-0321d1ba8939,
32374,4,0,52,2023-01-25 00:21:00.000,,,2023-01-25 00:24:02.475,2023-01-25 00:24:02.475,52,1.1666666,37.77,2.59,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:22:00.000,8d00a875-5f9d-4cc5-b814-15b0588c585d,
7890,4,0,14,2023-01-23 19:25:00.000,,,2023-01-23 19:27:48.393,2023-01-23 19:27:48.393,14,1.3333334,10.52,0.44,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 19:26:00.000,25b01551-b8d6-4792-b5d8-908c41db70f4,
33762,4,0,52,2023-01-25 00:20:00.000,,,2023-01-25 00:24:02.385,2023-01-25 00:20:06.992,52,1.1183897,37.760002,2.54,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:21:00.000,33fec65e-604f-4ea6-aa31-936e4260a465,
16334,4,0,24,2023-01-23 19:54:00.000,,,2023-01-23 19:55:00.515,2023-01-23 19:54:15.443,24,1.0468484,17.100107,0.7999964,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 19:55:00.000,7c63f0e4-13a9-4ac3-b441-e53d8c0d3794,
9259,4,0,15,2023-01-25 06:02:00.000,,,2023-01-25 06:06:00.920,2023-01-25 06:06:00.920,15,1.1944444,11.06,0.72,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:03:00.000,9d34a511-6476-446c-b840-b4ff368ce405,
5366,4,0,8,2023-01-26 15:26:00.000,,,2023-01-26 15:28:13.296,2023-01-26 15:26:01.486,8,1.0657794,5.720005,0.40000027,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 15:27:00.000,ebcada47-7b77-4db8-a63d-27efe45830db,
14965,4,0,24,2023-01-25 00:29:00.000,,,2023-01-25 00:30:17.456,2023-01-25 00:30:17.456,24,1.1666666,17.46,1.18,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:30:00.000,55861803-7d28-4d7e-98c3-be9abd909115,
11466,4,0,20,2023-01-25 06:15:00.000,,,2023-01-25 06:15:29.625,2023-01-25 06:15:29.625,20,1.3055556,14.97,0.96,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:16:00.000,a9128b38-368f-4677-aff9-d9df9d3c3cd9,
6221,4,5,16,2023-01-23 21:56:00.000,,,2023-01-23 21:57:27.906,2023-01-23 21:57:27.906,21,2.8611112,17.8,0.79,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-23 21:57:00.000,a2c43699-3a3a-4824-9b30-140728a6ca65,
10341,4,0,17,2023-01-26 17:20:00.000,,,2023-01-26 17:21:32.169,2023-01-26 17:21:32.169,17,1.2222222,12.64,0.83,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 17:21:00.000,bc00ebf6-91ed-4ef8-a9d0-ec344f59f9ba,
7200,4,0,10,2023-01-25 01:36:00.000,,,2023-01-25 01:37:01.015,2023-01-25 01:37:01.015,10,0.9722222,7.0,0.48,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:37:00.000,01aa9a02-4b36-48f1-bb4a-6e32e7c83ca8,
36042,4,0,66,2023-01-25 00:27:00.000,,,2023-01-25 00:30:17.337,2023-01-25 00:30:17.337,66,1.4166666,51.06,3.26,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 00:28:00.000,a60f979e-5c2a-4031-9ea6-8c7856a108cc,
11944,4,0,20,2023-01-26 19:25:00.000,,,2023-01-26 19:26:32.239,2023-01-26 19:26:32.239,20,1.25,14.93,0.98,UTC-0600,aZEautf6/t,com.sec.android.app.shealth,2023-01-26 19:26:00.000,90f88d9f-c62c-41a6-ba2d-97d40918c057,
14965,4,0,27,2023-01-25 01:29:00.000,,,2023-01-25 01:29:46.933,2023-01-25 01:29:46.933,27,1.3611112,20.37,1.3,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:30:00.000,e6a16e32-dc47-4f8f-9351-26444a66e1ae,
15953,4,0,22,2023-01-25 04:43:00.000,,,2023-01-25 04:45:20.004,2023-01-25 04:45:20.004,22,0.9722222,15.51,1.1,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 04:44:00.000,c4d3d489-1432-4abf-bf9e-a13dec9e6ddc,
5669,4,0,10,2023-01-24 00:10:00.000,,,2023-01-24 00:11:31.631,2023-01-24 00:11:31.631,10,1.3333334,7.56,0.31,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 00:11:00.000,13c705e6-e6a7-4c9e-9fe4-7bdf4b47a55b,
5737,4,0,10,2023-01-26 18:39:00.000,,,2023-01-26 18:39:09.665,2023-01-26 18:39:09.665,10,1.3611112,7.81,0.78,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 18:40:00.000,233f46ea-60f8-4c06-9976-55496551edf1,
8468,4,1,23,2023-01-25 01:42:00.000,,,2023-01-25 01:42:45.165,2023-01-25 01:42:45.165,24,2.3888888,20.23,1.69,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 01:43:00.000,180e7fb5-32b7-4c2e-a16d-bbd96600e8e1,
13261,4,0,19,2023-01-25 07:37:00.000,,,2023-01-25 07:38:58.311,2023-01-25 07:38:58.311,19,1.0277778,13.63,0.92,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 07:38:00.000,1845027f-b6fa-4bc2-816f-55ac0aace6fc,
15109,4,0,21,2023-01-25 06:00:00.000,,,2023-01-25 06:00:59.573,2023-01-25 06:00:59.389,21,0.9781786,14.779999,1.0500002,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:01:00.000,e86276d4-d93f-4a93-91ee-135d0af2b159,
7942,4,0,14,2023-01-25 05:57:00.000,,,2023-01-25 05:58:53.768,2023-01-25 05:58:53.768,14,1.3055556,10.37,0.68,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 05:58:00.000,8887e3c7-1d6c-417e-a7c1-34f2f6a40639,
50662,4,0,89,2023-01-26 19:20:00.000,,,2023-01-26 19:32:13.627,2023-01-26 19:32:13.627,89,1.3333334,67.55,4.44,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:21:00.000,61f42604-edad-4f01-8f52-14ba8391e212,
10360,4,0,16,2023-01-25 06:11:00.000,,,2023-01-25 06:12:20.135,2023-01-25 06:12:20.135,16,1.1388888,11.8,0.79,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:12:00.000,69bc581a-2c09-48d4-982a-5a104bf8acaa,
29475,4,0,43,2023-01-25 06:12:00.000,,,2023-01-25 06:13:14.160,2023-01-25 06:12:20.252,43,1.0452662,30.810001,2.15,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:13:00.000,bbdf40d9-81ae-473a-95b4-6a70d7edb18c,
20720,4,0,35,2023-01-24 00:19:00.000,,,2023-01-24 00:20:17.984,2023-01-24 00:20:17.984,35,1.25,25.9,1.08,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 00:20:00.000,b159e05f-85a1-41f5-9e5c-4fe73c914a3f,
6139,4,0,12,2023-01-25 06:19:00.000,,,2023-01-25 06:20:58.046,2023-01-25 06:20:58.046,12,1.5277778,9.38,0.56,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:20:00.000,f37c88dd-4ea7-4d3f-9991-399dc38e26d8,
20052,4,0,29,2023-01-25 06:20:00.000,,,2023-01-25 06:20:58.184,2023-01-25 06:20:58.184,29,1.0277778,20.61,1.55,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 06:21:00.000,5ec8ab23-038c-4dc9-a4d8-e07b67b76237,
10517,4,0,17,2023-01-25 08:39:00.000,,,2023-01-25 08:39:18.393,2023-01-25 08:39:18.232,17,1.1875209,12.490002,0.8000002,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 08:40:00.000,f3ca3c62-d834-44fb-b6d9-bdc1f759fd15,
30810,4,0,48,2023-01-24 00:30:00.000,,,2023-01-24 00:32:46.706,2023-01-24 00:32:46.706,48,1.1388888,35.09,1.48,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 00:31:00.000,e7ac985c-e25b-4c40-969c-817842e30753,
17096,4,0,30,2023-01-26 19:32:00.000,,,2023-01-26 19:32:39.831,2023-01-26 19:32:27.048,30,1.3225316,22.61,1.4200001,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 19:33:00.000,95f1cbe8-420a-4b0a-87b5-f13a4e00e466,
8150,4,0,15,2023-01-25 08:33:00.000,,,2023-01-25 08:33:57.557,2023-01-25 08:33:57.557,15,1.3888888,11.32,0.73,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 08:34:00.000,70b59a90-31c3-4748-9c9a-acbf43f24c84,
6070,4,0,10,2023-01-24 00:39:00.000,,,2023-01-24 00:45:38.939,2023-01-24 00:45:38.939,10,1.2222222,7.42,0.32,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 00:40:00.000,eaa41582-ebe0-437d-8085-925a81428a64,
8831,4,0,12,2023-01-25 08:37:00.000,,,2023-01-25 08:37:59.595,2023-01-25 08:37:59.033,12,0.9511466,8.400002,0.5899999,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 08:38:00.000,ae38e8b2-2618-4280-8c44-44be53b39180,
7931,4,0,10,2023-01-25 15:10:00.000,,,2023-01-25 15:14:38.944,2023-01-25 15:14:38.944,10,0.8611111,6.83,0.56,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 15:11:00.000,0d69aaa2-a861-4008-b722-a3483c12076d,
7011,4,0,11,2023-01-24 00:55:00.000,,,2023-01-24 00:56:33.836,2023-01-24 00:56:33.836,11,1.1111112,7.79,0.35,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 00:56:00.000,30ec8f25-45c9-4bf9-a86f-f4d3bed91bc9,
6700,4,0,11,2023-01-25 20:14:00.000,,,2023-01-25 20:14:59.982,2023-01-25 20:14:59.982,11,1.2222222,8.19,0.51,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 20:15:00.000,35dd4653-e7ed-4579-bb5b-5a5729237462,
10680,4,0,15,2023-01-25 15:18:00.000,,,2023-01-25 15:21:08.594,2023-01-25 15:21:08.594,15,0.99999994,10.68,0.74,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 15:19:00.000,74dbc540-d4b0-4749-8b86-d94340ecd282,
2566,4,1,10,2023-01-25 16:30:00.000,,,2023-01-25 16:30:26.739,2023-01-25 16:30:11.687,11,3.9705987,10.190001,0.86,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 16:31:00.000,024523de-4a99-4bb6-8477-5bb9793acea8,
7790,4,0,15,2023-01-24 01:30:00.000,,,2023-01-24 01:31:33.096,2023-01-24 01:31:33.096,15,1.4722222,11.47,0.46,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 01:31:00.000,8f644eb5-478e-49f3-b7ad-bfd93b497811,
5912,4,0,11,2023-01-25 20:48:00.000,,,2023-01-25 20:48:26.365,2023-01-25 20:48:26.365,11,1.4444444,8.54,0.54,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 20:49:00.000,6959a4b9-c89f-4a5c-8ad4-254626382247,
8468,4,0,14,2023-01-25 21:05:00.000,,,2023-01-25 21:05:37.781,2023-01-25 21:05:37.781,14,1.2222222,10.35,0.67,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 21:06:00.000,85ae2cf9-7abf-4432-a064-15e2062987ac,
19385,4,0,33,2023-01-25 23:00:00.000,,,2023-01-25 23:15:00.114,2023-01-25 23:15:00.114,33,1.2777778,24.77,1.57,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 23:01:00.000,a11a2f0f-8043-4834-85bd-e61d64bcd0c7,
5154,4,0,11,2023-01-24 07:41:00.000,,,2023-01-24 07:41:09.521,2023-01-24 07:41:09.521,11,1.75,9.02,0.62,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 07:42:00.000,7da9b88f-194d-49aa-bc32-6f528416763b,
4987,4,0,10,2023-01-25 22:16:00.000,,,2023-01-25 22:17:31.712,2023-01-25 22:17:31.712,10,1.5277778,7.62,0.44,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-25 22:17:00.000,94a3049d-758f-4065-a5bd-3b06a0b0d493,
17455,4,0,27,2023-01-26 01:16:00.000,,,2023-01-26 01:19:08.934,2023-01-26 01:16:25.014,27,1.1326249,19.77,1.35,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:17:00.000,bd49cb6a-b3af-479e-95cf-45bd845ddaa9,
6000,4,3,10,2023-01-24 16:22:00.000,,,2023-01-24 16:22:41.751,2023-01-24 16:22:41.751,13,1.75,10.5,0.96,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 16:23:00.000,2784f07d-649b-4818-a8cb-d3951827715a,
24580,4,0,40,2023-01-26 01:35:00.000,,,2023-01-26 01:36:04.784,2023-01-26 01:36:04.784,40,1.1944444,29.36,1.99,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:36:00.000,6fbe3a64-0e58-4f69-b045-e0eb8707e38a,
11134,4,0,18,2023-01-26 01:36:00.000,,,2023-01-26 01:40:09.604,2023-01-26 01:40:09.604,18,1.1944444,13.3,0.91,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:37:00.000,56510e1f-8299-4055-ba52-1b24fac8bf38,
8894,4,0,12,2023-01-26 02:52:00.000,,,2023-01-26 02:52:35.960,2023-01-26 02:52:35.960,12,0.9444444,8.4,0.6,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 02:53:00.000,fb1164a5-44e5-45d8-a25d-f39452b50502,
6908,4,0,10,2023-01-26 02:08:00.000,,,2023-01-26 02:08:01.002,2023-01-26 02:08:01.002,10,1.0277778,7.1,0.51,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 02:09:00.000,8471f38a-1ada-45a9-9c7a-b915ea388966,
7072,4,0,13,2023-01-26 01:49:00.000,,,2023-01-26 01:50:09.986,2023-01-26 01:50:09.986,13,1.4166666,10.02,0.62,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 01:50:00.000,3a3d2462-d1f8-4347-9ac3-c39025f1a82c,
6726,4,0,10,2023-01-26 03:56:00.000,,,2023-01-26 03:57:06.179,2023-01-26 03:57:06.179,10,1.0555556,7.1,0.5,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 03:57:00.000,7c838c66-622d-4c8a-824b-aa12b05a5fa8,
9522,4,0,12,2023-01-26 04:08:00.000,,,2023-01-26 04:08:13.214,2023-01-26 04:08:12.713,12,0.8611111,8.199982,0.5999985,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 04:09:00.000,1fa9480b-28b8-4dc2-90e3-e05ce8fbf7b2,
7732,4,0,14,2023-01-24 20:37:00.000,,,2023-01-24 20:37:53.705,2023-01-24 20:37:53.705,14,1.3888888,10.74,0.68,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-24 20:38:00.000,6bbf4c83-7598-420d-ba5b-de5d9d249016,
6917,4,0,11,2023-01-26 08:37:00.000,,,2023-01-26 08:38:11.915,2023-01-26 08:38:11.915,11,1.1666666,8.07,0.55,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 08:38:00.000,c4f4ccdf-5518-45ab-aec2-0b02de381eea,
6745,4,0,11,2023-01-26 08:36:00.000,,,2023-01-26 08:36:32.447,2023-01-26 08:36:32.447,11,1.1666666,7.869995,0.5699997,UTC-0600,iRIQdWw88T,com.sec.android.app.shealth,2023-01-26 08:37:00.000,ee813d7c-aa6c-43bd-b8be-b693405502b2,
