com.samsung.shealth.social.public_challenge,6227003,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2023-01-24 03:05:50.131,2023-01-24 03:05:50.131,8f189e21-ffa4-44a9-8a61-9d94d9bbf2a2.body.json,aZEautf6/t,com.sec.android.app.shealth,1674529550088,8f189e21-ffa4-44a9-8a61-9d94d9bbf2a2,
