com.samsung.shealth.social.public_challenge.extra,6227003,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2023-01-24 02:16:22.776,2023-01-24 02:16:22.776,2,{"uiViewStatusItemList":[]},aZEautf6/t,com.sec.android.app.shealth,bbdb5c64-c46e-4cf9-816a-ed038c4ea21f,
