com.samsung.shealth.social.public_challenge.history,6227003,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2023-01-24 03:05:50.370,2023-01-24 03:05:50.370,8704ea07-9839-46fd-8178-35cb31217e26.body.json,SIMPLE_LEVEL,aZEautf6/t,com.sec.android.app.shealth,1674529550351,8704ea07-9839-46fd-8178-35cb31217e26,
