F0:F2:5B:20:91:AD,name
datetime,value
2023-01-26 11:51:53.693000,5096
2023-01-26 11:51:54.693000,5096
2023-01-26 11:51:55.694000,5096
2023-01-26 11:51:56.693000,5214
2023-01-26 11:51:57.693000,4148
2023-01-26 11:51:58.694000,6491
2023-01-26 11:51:59.693000,5096
2023-01-26 11:52:00.693000,3555
2023-01-26 11:52:01.692000,3555
2023-01-26 11:52:02.693000,3673
2023-01-26 11:52:03.693000,0
2023-01-26 11:52:04.692000,4266
2023-01-26 11:52:05.693000,6518
2023-01-26 11:52:06.693000,6518
2023-01-26 11:52:07.692000,5925
2023-01-26 11:52:08.693000,4029
2023-01-26 11:52:09.692000,3673
2023-01-26 11:52:10.692000,5333
2023-01-26 11:52:11.693000,1185
2023-01-26 11:52:12.692000,8533
2023-01-26 11:52:13.692000,829
2023-01-26 11:52:14.693000,16414
2023-01-26 11:52:15.692000,7703
2023-01-26 11:52:16.692000,0
2023-01-26 11:52:17.691000,0
2023-01-26 11:52:18.692000,0
2023-01-26 11:52:19.692000,0
2023-01-26 11:52:20.691000,0
2023-01-26 11:52:21.692000,0
2023-01-26 11:52:22.692000,829
2023-01-26 11:52:23.691000,829
2023-01-26 11:52:24.692000,829
2023-01-26 11:52:25.691000,0
2023-01-26 11:52:26.691000,0
2023-01-26 11:52:27.692000,829
2023-01-26 11:52:28.691000,0
2023-01-26 11:52:29.691000,829
2023-01-26 11:52:30.692000,829
2023-01-26 11:52:31.691000,829
2023-01-26 11:52:32.691000,1066
2023-01-26 11:52:33.690000,0
2023-01-26 11:52:34.691000,829
2023-01-26 11:52:35.691000,829
2023-01-26 11:52:36.690000,0
2023-01-26 11:52:37.691000,829
2023-01-26 11:52:38.691000,1066
2023-01-26 11:52:39.690000,948
2023-01-26 11:52:40.691000,1066
2023-01-26 11:52:41.690000,948
2023-01-26 11:52:42.690000,948
2023-01-26 11:52:43.691000,948
2023-01-26 11:52:44.690000,1185
2023-01-26 11:52:45.690000,1185
2023-01-26 11:52:46.691000,3436
2023-01-26 11:52:47.690000,829
2023-01-26 11:52:48.690000,948
2023-01-26 11:52:49.689000,5688
2023-01-26 11:52:50.690000,5385
2023-01-26 11:52:51.690000,3430
2023-01-26 11:52:52.689000,3436
2023-01-26 11:52:53.690000,5096
2023-01-26 11:52:54.690000,3436
2023-01-26 11:52:55.689000,3436
2023-01-26 11:52:56.690000,3555
2023-01-26 11:52:57.689000,3673
2023-01-26 11:52:58.689000,4148
2023-01-26 11:52:59.690000,4148
2023-01-26 11:53:00.689000,4266
2023-01-26 11:53:01.689000,4148
2023-01-26 11:53:02.690000,3430
2023-01-26 11:53:03.689000,3430
2023-01-26 11:53:04.689000,3430
2023-01-26 11:53:05.688000,2251
2023-01-26 11:53:06.689000,2844
2023-01-26 11:53:07.689000,11618
2023-01-26 11:53:08.688000,5385
2023-01-26 11:53:09.689000,5385
2023-01-26 11:53:10.689000,3555
2023-01-26 11:53:11.688000,5385
2023-01-26 11:53:12.689000,1777
2023-01-26 11:53:13.688000,3436
2023-01-26 11:53:14.688000,3436
2023-01-26 11:53:15.689000,3436
2023-01-26 11:53:16.688000,3430
2023-01-26 11:53:17.688000,2251
2023-01-26 11:53:18.689000,2844
2023-01-26 11:53:19.688000,3430
2023-01-26 11:53:20.688000,2251
2023-01-26 11:53:21.687000,3430
2023-01-26 11:53:22.688000,2251
2023-01-26 11:53:23.688000,1777
2023-01-26 11:53:24.687000,1777
2023-01-26 11:53:25.688000,5385
2023-01-26 11:53:26.688000,948
2023-01-26 11:53:27.687000,3436
2023-01-26 11:53:28.688000,6281
2023-01-26 11:53:29.687000,829
2023-01-26 11:53:30.687000,6971
2023-01-26 11:53:31.688000,8077
2023-01-26 11:53:32.687000,1185
2023-01-26 11:53:33.687000,2844
2023-01-26 11:53:34.688000,3436
2023-01-26 11:53:35.687000,3436
2023-01-26 11:53:36.687000,4029
2023-01-26 11:53:37.688000,4029
2023-01-26 11:53:38.687000,3436
2023-01-26 11:53:39.687000,4029
2023-01-26 11:53:40.686000,1777
2023-01-26 11:53:41.687000,2488
2023-01-26 11:53:42.687000,4029
2023-01-26 11:53:43.686000,4029
2023-01-26 11:53:44.687000,6873
2023-01-26 11:53:45.686000,6860
2023-01-26 11:53:46.686000,6281
2023-01-26 11:53:47.687000,9184
2023-01-26 11:53:48.686000,5688
2023-01-26 11:53:49.686000,6518
2023-01-26 11:53:50.687000,4029
2023-01-26 11:53:51.686000,4148
2023-01-26 11:53:52.686000,4148
2023-01-26 11:53:53.685000,8077
2023-01-26 11:53:54.686000,3436
2023-01-26 11:53:55.686000,4029
2023-01-26 11:53:56.685000,948
2023-01-26 11:53:57.686000,829
2023-01-26 11:53:58.686000,829
2023-01-26 11:53:59.685000,829
2023-01-26 11:54:00.686000,829
2023-01-26 11:54:01.685000,829
2023-01-26 11:54:02.685000,829
2023-01-26 11:54:03.686000,829
2023-01-26 11:54:04.685000,829
2023-01-26 11:54:05.685000,0
2023-01-26 11:54:06.686000,829
2023-01-26 11:54:07.685000,829
2023-01-26 11:54:08.685000,0
2023-01-26 11:54:09.684000,0
2023-01-26 11:54:10.685000,829
2023-01-26 11:54:11.685000,829
2023-01-26 11:54:12.684000,829
2023-01-26 11:54:13.685000,829
2023-01-26 11:54:14.685000,829
2023-01-26 11:54:15.684000,0
2023-01-26 11:54:16.685000,948
2023-01-26 11:54:17.684000,948
2023-01-26 11:54:18.684000,948
2023-01-26 11:54:19.685000,0
2023-01-26 11:54:20.684000,1659
2023-01-26 11:54:21.684000,2692
2023-01-26 11:54:22.685000,2692
2023-01-26 11:54:23.684000,3430
2023-01-26 11:54:24.684000,5385
2023-01-26 11:54:25.683000,1185
2023-01-26 11:54:26.684000,2844
2023-01-26 11:54:27.684000,2607
2023-01-26 11:54:28.683000,4029
2023-01-26 11:54:29.684000,2607
2023-01-26 11:54:30.684000,2251
2023-01-26 11:54:31.683000,1896
2023-01-26 11:54:32.684000,2844
2023-01-26 11:54:33.683000,4029
2023-01-26 11:54:34.683000,3436
2023-01-26 11:54:35.684000,3436
2023-01-26 11:54:36.683000,2251
2023-01-26 11:54:37.683000,5333
2023-01-26 11:54:38.684000,8532
2023-01-26 11:54:39.683000,7584
2023-01-26 11:54:40.683000,9244
2023-01-26 11:54:41.682000,5096
2023-01-26 11:54:42.683000,5096
2023-01-26 11:54:43.683000,12444
2023-01-26 11:54:44.682000,5096
2023-01-26 11:54:45.683000,4029
2023-01-26 11:54:46.683000,6491
2023-01-26 11:54:47.682000,4859
2023-01-26 11:54:48.683000,4029
2023-01-26 11:54:49.682000,2251
2023-01-26 11:54:50.682000,2844
2023-01-26 11:54:51.683000,3436
2023-01-26 11:54:52.682000,3436
2023-01-26 11:54:53.682000,3430
2023-01-26 11:54:54.683000,3430
2023-01-26 11:54:55.682000,3430
2023-01-26 11:54:56.682000,3430
2023-01-26 11:54:57.682000,1777
2023-01-26 11:54:58.682000,2607
2023-01-26 11:54:59.682000,2844
2023-01-26 11:55:00.682000,5385
2023-01-26 11:55:01.682000,5385
2023-01-26 11:55:02.682000,5385
2023-01-26 11:55:03.682000,5385
2023-01-26 11:55:04.682000,5385
2023-01-26 11:55:05.681000,5385
2023-01-26 11:55:06.682000,5385
2023-01-26 11:55:07.682000,5385
2023-01-26 11:55:08.681000,5385
2023-01-26 11:55:09.682000,5385
2023-01-26 11:55:10.682000,5385
2023-01-26 11:55:11.681000,5385
2023-01-26 11:55:12.682000,5385
2023-01-26 11:55:13.681000,5385
2023-01-26 11:55:14.681000,5385
2023-01-26 11:55:15.682000,5385
2023-01-26 11:55:16.681000,2844
2023-01-26 11:55:17.681000,4148
2023-01-26 11:55:18.682000,4148
2023-01-26 11:55:19.681000,3436
2023-01-26 11:55:20.681000,3436
2023-01-26 11:55:21.680000,2844
2023-01-26 11:55:22.681000,948
2023-01-26 11:55:23.681000,1185
2023-01-26 11:55:24.680000,1185
2023-01-26 11:55:25.681000,5385
2023-01-26 11:55:26.681000,1777
2023-01-26 11:55:27.680000,3436
2023-01-26 11:55:28.681000,11618
2023-01-26 11:55:29.680000,1659
2023-01-26 11:55:30.680000,1777
2023-01-26 11:55:31.681000,1659
2023-01-26 11:55:32.680000,948
2023-01-26 11:55:33.680000,948
2023-01-26 11:55:34.681000,3436
2023-01-26 11:55:35.680000,3436
2023-01-26 11:55:36.680000,3436
2023-01-26 11:55:37.679000,3436
2023-01-26 11:55:38.680000,4029
2023-01-26 11:55:39.680000,4029
2023-01-26 11:55:40.679000,4029
2023-01-26 11:55:41.680000,6123
2023-01-26 11:55:42.680000,4148
2023-01-26 11:55:43.679000,4148
2023-01-26 11:55:44.680000,4859
2023-01-26 11:55:45.679000,4266
2023-01-26 11:55:46.679000,4266
2023-01-26 11:55:47.680000,2251
2023-01-26 11:55:48.679000,3430
2023-01-26 11:55:49.679000,2844
2023-01-26 11:55:50.680000,2844
2023-01-26 11:55:51.679000,2844
2023-01-26 11:55:52.679000,2844
2023-01-26 11:55:53.678000,2844
2023-01-26 11:55:54.679000,3436
2023-01-26 11:55:55.679000,4029
2023-01-26 11:55:56.678000,4029
2023-01-26 11:55:57.679000,4029
2023-01-26 11:55:58.679000,4029
2023-01-26 11:55:59.678000,4029
2023-01-26 11:56:00.679000,4029
2023-01-26 11:56:01.678000,0
2023-01-26 11:56:02.678000,829
2023-01-26 11:56:03.679000,3436
2023-01-26 11:56:04.678000,3436
2023-01-26 11:56:05.678000,3436
2023-01-26 11:56:06.679000,3436
2023-01-26 11:56:07.678000,2844
2023-01-26 11:56:08.678000,2251
2023-01-26 11:56:09.677000,2844
2023-01-26 11:56:10.678000,2844
2023-01-26 11:56:11.678000,2844
2023-01-26 11:56:12.677000,2844
2023-01-26 11:56:13.678000,5385
2023-01-26 11:56:14.678000,948
2023-01-26 11:56:15.677000,1777
2023-01-26 11:56:16.678000,948
2023-01-26 11:56:17.677000,948
2023-01-26 11:56:18.677000,2323
2023-01-26 11:56:19.678000,2323
2023-01-26 11:56:20.677000,1777
2023-01-26 11:56:21.677000,5385
2023-01-26 11:56:22.678000,2844
2023-01-26 11:56:23.677000,4029
2023-01-26 11:56:24.677000,8077
2023-01-26 11:56:25.676000,8077
2023-01-26 11:56:26.677000,4029
2023-01-26 11:56:27.677000,1659
2023-01-26 11:56:28.676000,1066
2023-01-26 11:56:29.677000,948
2023-01-26 11:56:30.677000,948
2023-01-26 11:56:31.676000,948
2023-01-26 11:56:32.677000,948
2023-01-26 11:56:33.676000,948
2023-01-26 11:56:34.676000,948
2023-01-26 11:56:35.677000,948
2023-01-26 11:56:36.676000,948
2023-01-26 11:56:37.676000,948
2023-01-26 11:56:38.677000,948
2023-01-26 11:56:39.676000,948
2023-01-26 11:56:40.676000,948
2023-01-26 11:56:41.675000,948
2023-01-26 11:56:42.676000,948
2023-01-26 11:56:43.676000,948
2023-01-26 11:56:44.675000,948
2023-01-26 11:56:45.676000,948
2023-01-26 11:56:46.676000,948
2023-01-26 11:56:47.675000,948
2023-01-26 11:56:48.676000,948
2023-01-26 11:56:49.675000,948
2023-01-26 11:56:50.675000,948
2023-01-26 11:56:51.676000,948
2023-01-26 11:56:52.675000,829
2023-01-26 11:56:53.675000,1066
2023-01-26 11:56:54.676000,948
2023-01-26 11:56:55.675000,948
2023-01-26 11:56:56.675000,1066
2023-01-26 11:56:57.674000,1066
2023-01-26 11:56:58.675000,5385
2023-01-26 11:56:59.675000,829
2023-01-26 11:57:00.674000,5096
2023-01-26 11:57:01.675000,4148
2023-01-26 11:57:02.675000,948
2023-01-26 11:57:03.674000,3436
2023-01-26 11:57:04.675000,11877
2023-01-26 11:57:05.674000,11495
2023-01-26 11:57:06.674000,11877
2023-01-26 11:57:07.675000,7466
2023-01-26 11:57:08.674000,7703
2023-01-26 11:57:09.674000,8296
2023-01-26 11:57:10.675000,10666
2023-01-26 11:57:11.674000,2251
2023-01-26 11:57:12.674000,3081
2023-01-26 11:57:13.673000,2844
2023-01-26 11:57:14.674000,2844
2023-01-26 11:57:15.674000,3436
2023-01-26 11:57:16.673000,6518
2023-01-26 11:57:17.674000,6518
2023-01-26 11:57:18.674000,7703
2023-01-26 11:57:19.673000,5688
2023-01-26 11:57:20.674000,5214
2023-01-26 11:57:21.673000,9718
2023-01-26 11:57:22.673000,4029
2023-01-26 11:57:23.674000,4148
2023-01-26 11:57:24.673000,4266
2023-01-26 11:57:25.673000,4266
2023-01-26 11:57:26.674000,4266
2023-01-26 11:57:27.673000,4859
2023-01-26 11:57:28.673000,6491
2023-01-26 11:57:29.672000,6491
2023-01-26 11:57:30.673000,6491
2023-01-26 11:57:31.673000,6491
2023-01-26 11:57:32.672000,6491
2023-01-26 11:57:33.673000,6491
2023-01-26 11:57:34.673000,6491
2023-01-26 11:57:35.672000,6491
2023-01-26 11:57:36.673000,6491
2023-01-26 11:57:37.672000,6491
2023-01-26 11:57:38.672000,2607
2023-01-26 11:57:39.673000,6123
2023-01-26 11:57:40.672000,4266
2023-01-26 11:57:41.672000,4266
2023-01-26 11:57:42.673000,4266
2023-01-26 11:57:43.672000,3673
2023-01-26 11:57:44.672000,6123
2023-01-26 11:57:45.673000,3430
2023-01-26 11:57:46.672000,3430
2023-01-26 11:57:47.672000,5385
2023-01-26 11:57:48.671000,3430
2023-01-26 11:57:49.672000,2844
2023-01-26 11:57:50.672000,3430
2023-01-26 11:57:51.671000,3430
2023-01-26 11:57:52.672000,3436
2023-01-26 11:57:53.671000,4029
2023-01-26 11:57:54.671000,4148
2023-01-26 11:57:55.672000,4148
2023-01-26 11:57:56.671000,4148
2023-01-26 11:57:57.671000,4266
2023-01-26 11:57:58.672000,3430
2023-01-26 11:57:59.671000,2844
2023-01-26 11:58:00.671000,2251
2023-01-26 11:58:01.670000,2844
2023-01-26 11:58:02.671000,2844
2023-01-26 11:58:03.671000,3430
2023-01-26 11:58:04.670000,2844
2023-01-26 11:58:05.671000,3430
2023-01-26 11:58:06.671000,2844
2023-01-26 11:58:07.670000,2844
2023-01-26 11:58:08.671000,2844
2023-01-26 11:58:09.670000,2844
2023-01-26 11:58:10.670000,5385
2023-01-26 11:58:11.671000,2251
2023-01-26 11:58:12.670000,3430
2023-01-26 11:58:13.670000,2844
2023-01-26 11:58:14.671000,3436
2023-01-26 11:58:15.670000,3436
2023-01-26 11:58:16.670000,3436
2023-01-26 11:58:17.669000,8077
2023-01-26 11:58:18.670000,6123
2023-01-26 11:58:19.670000,6123
2023-01-26 11:58:20.669000,6123
2023-01-26 11:58:21.670000,6123
2023-01-26 11:58:22.670000,6123
2023-01-26 11:58:23.669000,6123
2023-01-26 11:58:24.670000,6123
2023-01-26 11:58:25.669000,8077
2023-01-26 11:58:26.669000,3430
2023-01-26 11:58:27.670000,2844
2023-01-26 11:58:28.669000,3430
2023-01-26 11:58:29.669000,3430
2023-01-26 11:58:30.670000,2844
2023-01-26 11:58:31.669000,2251
2023-01-26 11:58:32.669000,3430
2023-01-26 11:58:33.668000,3430
2023-01-26 11:58:34.669000,3430
2023-01-26 11:58:35.669000,2844
2023-01-26 11:58:36.668000,8077
2023-01-26 11:58:37.669000,4266
2023-01-26 11:58:38.669000,4859
2023-01-26 11:58:39.668000,12088
2023-01-26 11:58:40.669000,15676
2023-01-26 11:58:41.668000,5688
2023-01-26 11:58:42.668000,1185
2023-01-26 11:58:43.669000,948
2023-01-26 11:58:44.668000,2323
2023-01-26 11:58:45.668000,0
2023-01-26 11:58:46.669000,0
2023-01-26 11:58:47.668000,1066
2023-01-26 11:58:48.668000,1185
2023-01-26 11:58:49.667000,948
2023-01-26 11:58:50.668000,2692
2023-01-26 11:58:51.668000,5385
2023-01-26 11:58:52.667000,1777
2023-01-26 11:58:53.668000,1777
2023-01-26 11:58:54.668000,1066
2023-01-26 11:58:55.667000,948
2023-01-26 11:58:56.668000,829
2023-01-26 11:58:57.667000,0
2023-01-26 11:58:58.667000,0
2023-01-26 11:58:59.668000,2323
2023-01-26 11:59:00.667000,1066
2023-01-26 11:59:01.667000,0
2023-01-26 11:59:02.668000,0
2023-01-26 11:59:03.667000,1066
2023-01-26 11:59:04.667000,1185
2023-01-26 11:59:05.666000,948
2023-01-26 11:59:06.667000,1777
2023-01-26 11:59:07.667000,5385
2023-01-26 11:59:08.666000,5096
2023-01-26 11:59:09.667000,5925
2023-01-26 11:59:10.667000,4622
2023-01-26 11:59:11.666000,4266
2023-01-26 11:59:12.667000,3436
2023-01-26 11:59:13.666000,3436
2023-01-26 11:59:14.666000,5385
2023-01-26 11:59:15.667000,8414
2023-01-26 11:59:16.666000,3081
2023-01-26 11:59:17.666000,3792
2023-01-26 11:59:18.667000,948
2023-01-26 11:59:19.666000,2692
2023-01-26 11:59:20.666000,829
2023-01-26 11:59:21.665000,1066
2023-01-26 11:59:22.666000,948
2023-01-26 11:59:23.666000,41479
2023-01-26 11:59:24.665000,12206
2023-01-26 11:59:25.666000,829
2023-01-26 11:59:26.666000,0
2023-01-26 11:59:27.665000,0
2023-01-26 11:59:28.666000,829
2023-01-26 11:59:29.665000,0
2023-01-26 11:59:30.665000,0
2023-01-26 11:59:31.666000,7110
2023-01-26 11:59:32.665000,7110
2023-01-26 11:59:33.665000,8295
2023-01-26 11:59:34.666000,15288
2023-01-26 11:59:35.665000,9599
2023-01-26 11:59:36.665000,7584
2023-01-26 11:59:37.664000,10429
2023-01-26 11:59:38.665000,18014
2023-01-26 11:59:39.665000,28443
2023-01-26 11:59:40.664000,35079
2023-01-26 11:59:41.665000,163786
2023-01-26 11:59:42.665000,302329
2023-01-26 11:59:43.664000,38042
2023-01-26 11:59:44.665000,12206
2023-01-26 11:59:45.664000,7229
2023-01-26 11:59:46.664000,8414
2023-01-26 11:59:47.665000,11377
2023-01-26 11:59:48.664000,23347
2023-01-26 11:59:49.664000,27258
2023-01-26 11:59:50.665000,25835
2023-01-26 11:59:51.664000,25835
2023-01-26 11:59:52.664000,136765
2023-01-26 11:59:53.663000,320107
2023-01-26 11:59:54.664000,54279
2023-01-26 11:59:55.664000,10073
2023-01-26 11:59:56.663000,7229
2023-01-26 11:59:57.664000,8414
2023-01-26 11:59:58.664000,11258
2023-01-26 11:59:59.663000,16354
2023-01-26 12:00:00.664000,44324
2023-01-26 12:00:01.663000,53331
2023-01-26 12:00:02.663000,94337
2023-01-26 12:00:03.664000,209651
2023-01-26 12:00:04.663000,242717
2023-01-26 12:00:05.663000,26428
2023-01-26 12:00:06.664000,7821
2023-01-26 12:00:07.663000,7466
2023-01-26 12:00:08.663000,9599
2023-01-26 12:00:09.662000,11258
2023-01-26 12:00:10.663000,18725
2023-01-26 12:00:11.663000,18725
2023-01-26 12:00:12.662000,44561
2023-01-26 12:00:13.663000,79641
2023-01-26 12:00:14.663000,81300
2023-01-26 12:00:15.662000,239635
2023-01-26 12:00:16.663000,263931
2023-01-26 12:00:17.662000,47642
2023-01-26 12:00:18.662000,12917
2023-01-26 12:00:19.663000,7347
2023-01-26 12:00:20.662000,8770
2023-01-26 12:00:21.662000,10429
2023-01-26 12:00:22.663000,19791
2023-01-26 12:00:23.662000,44679
2023-01-26 12:00:24.662000,57834
2023-01-26 12:00:25.662000,109744
2023-01-26 12:00:26.662000,281353
2023-01-26 12:00:27.662000,138779
2023-01-26 12:00:28.662000,18369
2023-01-26 12:00:29.662000,7466
2023-01-26 12:00:30.662000,7466
2023-01-26 12:00:31.662000,8058
2023-01-26 12:00:32.662000,9718
2023-01-26 12:00:33.661000,13747
2023-01-26 12:00:34.662000,24176
2023-01-26 12:00:35.662000,52857
2023-01-26 12:00:36.661000,46457
2023-01-26 12:00:37.662000,197681
2023-01-26 12:00:38.662000,272345
2023-01-26 12:00:39.661000,45983
2023-01-26 12:00:40.662000,9836
2023-01-26 12:00:41.661000,7347
2023-01-26 12:00:42.661000,11377
2023-01-26 12:00:43.662000,17421
2023-01-26 12:00:44.661000,41242
2023-01-26 12:00:45.661000,50605
2023-01-26 12:00:46.662000,166986
2023-01-26 12:00:47.661000,261679
2023-01-26 12:00:48.661000,24295
2023-01-26 12:00:49.660000,24295
2023-01-26 12:00:50.661000,8177
2023-01-26 12:00:51.661000,7110
2023-01-26 12:00:52.660000,9836
2023-01-26 12:00:53.661000,13866
2023-01-26 12:00:54.661000,21924
2023-01-26 12:00:55.660000,31406
2023-01-26 12:00:56.661000,64471
2023-01-26 12:00:57.660000,204911
2023-01-26 12:00:58.660000,218421
2023-01-26 12:00:59.661000,26191
2023-01-26 12:01:00.660000,9718
2023-01-26 12:01:01.660000,7466
2023-01-26 12:01:02.661000,9599
2023-01-26 12:01:03.660000,13510
2023-01-26 12:01:04.660000,24295
2023-01-26 12:01:05.659000,45272
2023-01-26 12:01:06.660000,80115
2023-01-26 12:01:07.660000,266064
2023-01-26 12:01:08.659000,266064
2023-01-26 12:01:09.660000,31998
2023-01-26 12:01:10.660000,11258
2023-01-26 12:01:11.659000,7347
2023-01-26 12:01:12.660000,8414
2023-01-26 12:01:13.659000,11851
2023-01-26 12:01:14.659000,21450
2023-01-26 12:01:15.660000,44679
2023-01-26 12:01:16.659000,78337
2023-01-26 12:01:17.659000,263101
2023-01-26 12:01:18.660000,174807
2023-01-26 12:01:19.659000,15051
2023-01-26 12:01:20.659000,8058
2023-01-26 12:01:21.658000,7821
2023-01-26 12:01:22.659000,11495
2023-01-26 12:01:23.659000,16710
2023-01-26 12:01:24.658000,29391
2023-01-26 12:01:25.659000,43850
2023-01-26 12:01:26.659000,155372
2023-01-26 12:01:27.658000,155372
2023-01-26 12:01:28.659000,292493
2023-01-26 12:01:29.658000,31050
2023-01-26 12:01:30.658000,10073
2023-01-26 12:01:31.659000,6755
2023-01-26 12:01:32.658000,10310
2023-01-26 12:01:33.658000,16710
2023-01-26 12:01:34.659000,30339
2023-01-26 12:01:35.658000,57005
2023-01-26 12:01:36.658000,125388
2023-01-26 12:01:37.657000,270686
2023-01-26 12:01:38.658000,98721
2023-01-26 12:01:39.658000,12799
2023-01-26 12:01:40.657000,7347
2023-01-26 12:01:41.658000,10547
2023-01-26 12:01:42.658000,15288
2023-01-26 12:01:43.657000,25835
2023-01-26 12:01:44.658000,62693
2023-01-26 12:01:45.657000,156320
2023-01-26 12:01:46.657000,250065
2023-01-26 12:01:47.658000,250065
2023-01-26 12:01:48.657000,99551
2023-01-26 12:01:49.657000,25954
2023-01-26 12:01:50.658000,8414
2023-01-26 12:01:51.657000,7584
2023-01-26 12:01:52.657000,11377
2023-01-26 12:01:53.656000,16828
2023-01-26 12:01:54.657000,33183
2023-01-26 12:01:55.657000,92796
2023-01-26 12:01:56.656000,243191
2023-01-26 12:01:57.657000,79048
2023-01-26 12:01:58.657000,12680
2023-01-26 12:01:59.656000,7466
2023-01-26 12:02:00.657000,10192
2023-01-26 12:02:01.656000,14103
2023-01-26 12:02:02.656000,52264
2023-01-26 12:02:03.657000,29391
2023-01-26 12:02:04.656000,175045
2023-01-26 12:02:05.656000,283841
2023-01-26 12:02:06.657000,283841
2023-01-26 12:02:07.656000,55819
2023-01-26 12:02:08.656000,12206
2023-01-26 12:02:09.655000,7466
2023-01-26 12:02:10.656000,12681
2023-01-26 12:02:11.656000,18606
2023-01-26 12:02:12.655000,65064
2023-01-26 12:02:13.656000,171253
2023-01-26 12:02:14.656000,208466
2023-01-26 12:02:15.655000,12325
2023-01-26 12:02:16.656000,17065
2023-01-26 12:02:17.655000,20977
2023-01-26 12:02:18.655000,1185
2023-01-26 12:02:19.656000,948
2023-01-26 12:02:20.655000,1659
2023-01-26 12:02:21.655000,948
2023-01-26 12:02:22.656000,948
2023-01-26 12:02:23.655000,82721
2023-01-26 12:02:24.655000,1066
2023-01-26 12:02:25.654000,1066
2023-01-26 12:02:26.655000,0
2023-01-26 12:02:27.655000,0
2023-01-26 12:02:28.654000,1777
2023-01-26 12:02:29.655000,0
2023-01-26 12:02:30.655000,0
