FA:30:6C:FE:9A:40,name
datetime,value
2023-01-26 12:01:36.483000,23.0
2023-01-26 12:01:37.484000,22.75
2023-01-26 12:01:38.483000,23.0
2023-01-26 12:01:39.483000,22.875
2023-01-26 12:01:40.484000,22.875
2023-01-26 12:01:41.483000,22.75
2023-01-26 12:01:42.483000,23.0
2023-01-26 12:01:43.484000,22.75
2023-01-26 12:01:44.483000,22.875
2023-01-26 12:01:45.483000,23.0
2023-01-26 12:01:46.482000,23.0
2023-01-26 12:01:47.483000,22.875
2023-01-26 12:01:48.483000,22.75
2023-01-26 12:01:49.482000,22.875
2023-01-26 12:01:50.483000,23.0
2023-01-26 12:01:51.483000,22.875
2023-01-26 12:01:52.482000,22.75
2023-01-26 12:01:53.483000,22.75
2023-01-26 12:01:54.482000,22.75
2023-01-26 12:01:55.482000,22.75
2023-01-26 12:01:56.483000,23.0
2023-01-26 12:01:57.482000,23.0
2023-01-26 12:01:58.482000,22.875
2023-01-26 12:01:59.483000,22.75
2023-01-26 12:02:00.482000,23.0
2023-01-26 12:02:01.482000,23.0
2023-01-26 12:02:02.481000,23.0
2023-01-26 12:02:03.482000,22.875
2023-01-26 12:02:04.482000,22.75
2023-01-26 12:02:05.481000,23.0
2023-01-26 12:02:06.482000,23.0
2023-01-26 12:02:07.482000,22.875
2023-01-26 12:02:08.481000,23.0
2023-01-26 12:02:09.482000,22.875
2023-01-26 12:02:10.481000,22.875
2023-01-26 12:02:11.481000,23.125
2023-01-26 12:02:12.482000,22.75
2023-01-26 12:02:13.481000,22.875
2023-01-26 12:02:14.481000,23.0
2023-01-26 12:02:15.482000,23.0
2023-01-26 12:02:16.481000,22.875
2023-01-26 12:02:17.481000,22.875
2023-01-26 12:02:18.480000,23.125
2023-01-26 12:02:19.481000,23.0
2023-01-26 12:02:20.481000,22.75
2023-01-26 12:02:21.480000,23.0
2023-01-26 12:02:22.481000,22.625
2023-01-26 12:02:23.481000,23.0
2023-01-26 12:02:24.480000,23.0
2023-01-26 12:02:25.481000,22.875
2023-01-26 12:02:26.480000,22.875
2023-01-26 12:02:27.480000,22.875
2023-01-26 12:02:28.481000,22.875
2023-01-26 12:02:29.480000,22.875
2023-01-26 12:02:30.480000,22.875
2023-01-26 12:02:31.481000,23.125
2023-01-26 12:02:32.480000,22.875
2023-01-26 12:02:33.480000,22.75
2023-01-26 12:02:34.480000,22.875
2023-01-26 12:02:35.480000,23.0
2023-01-26 12:02:36.480000,22.75
2023-01-26 12:02:37.480000,22.875
2023-01-26 12:02:38.480000,22.875
2023-01-26 12:02:39.480000,23.0
2023-01-26 12:02:40.480000,23.0
2023-01-26 12:02:41.480000,22.75
2023-01-26 12:02:42.479000,22.75
2023-01-26 12:02:43.480000,22.875
2023-01-26 12:02:44.480000,22.75
2023-01-26 12:02:45.479000,22.875
2023-01-26 12:02:46.480000,23.0
2023-01-26 12:02:47.480000,22.875
2023-01-26 12:02:48.479000,22.75
2023-01-26 12:02:49.480000,22.75
2023-01-26 12:02:50.479000,22.875
2023-01-26 12:02:51.479000,22.75
2023-01-26 12:02:52.480000,22.875
2023-01-26 12:02:53.479000,22.875
2023-01-26 12:02:54.479000,23.125
2023-01-26 12:02:55.480000,22.75
2023-01-26 12:02:56.479000,22.875
2023-01-26 12:02:57.479000,23.0
2023-01-26 12:02:58.478000,22.875
2023-01-26 12:02:59.479000,23.125
2023-01-26 12:03:00.479000,22.75
2023-01-26 12:03:01.478000,22.75
2023-01-26 12:03:02.479000,22.75
2023-01-26 12:03:03.479000,22.75
2023-01-26 12:03:04.478000,22.875
2023-01-26 12:03:05.479000,22.875
2023-01-26 12:03:06.478000,22.875
2023-01-26 12:03:07.478000,22.875
2023-01-26 12:03:08.479000,23.0
2023-01-26 12:03:09.478000,22.75
2023-01-26 12:03:10.478000,22.875
2023-01-26 12:03:11.479000,22.75
2023-01-26 12:03:12.478000,22.875
2023-01-26 12:03:13.478000,23.0
2023-01-26 12:03:14.477000,22.875
2023-01-26 12:03:15.478000,23.0
2023-01-26 12:03:16.478000,23.0
2023-01-26 12:03:17.477000,23.0
2023-01-26 12:03:18.478000,22.875
