FF:30:2D:02:C6:4A,name
datetime,value
2023-01-26 11:58:07.367000,23.375
2023-01-26 11:58:08.367000,23.25
2023-01-26 11:58:09.366000,23.375
2023-01-26 11:58:10.367000,23.125
2023-01-26 11:58:11.366000,23.25
2023-01-26 11:58:12.366000,23.5
2023-01-26 11:58:13.367000,23.625
2023-01-26 11:58:14.366000,23.5
2023-01-26 11:58:15.366000,23.25
2023-01-26 11:58:16.367000,23.375
2023-01-26 11:58:17.366000,23.375
2023-01-26 11:58:18.366000,23.375
2023-01-26 11:58:19.365000,23.375
2023-01-26 11:58:20.366000,23.25
2023-01-26 11:58:21.366000,23.25
2023-01-26 11:58:22.365000,23.5
2023-01-26 11:58:23.366000,23.25
2023-01-26 11:58:24.366000,23.375
2023-01-26 11:58:25.365000,23.375
2023-01-26 11:58:26.366000,23.375
2023-01-26 11:58:27.365000,23.5
2023-01-26 11:58:28.365000,23.5
2023-01-26 11:58:29.366000,23.375
2023-01-26 11:58:30.365000,23.5
2023-01-26 11:58:31.365000,23.375
2023-01-26 11:58:32.366000,23.25
2023-01-26 11:58:33.365000,23.5
2023-01-26 11:58:34.365000,23.375
2023-01-26 11:58:35.364000,23.375
2023-01-26 11:58:36.365000,23.25
2023-01-26 11:58:37.365000,23.125
2023-01-26 11:58:38.364000,23.5
2023-01-26 11:58:39.365000,23.25
2023-01-26 11:58:40.365000,23.375
2023-01-26 11:58:41.364000,23.375
2023-01-26 11:58:42.365000,23.5
2023-01-26 11:58:43.364000,23.125
2023-01-26 11:58:44.364000,23.5
2023-01-26 11:58:45.365000,23.25
2023-01-26 11:58:46.364000,23.5
2023-01-26 11:58:47.364000,23.375
2023-01-26 11:58:48.365000,23.25
2023-01-26 11:58:49.364000,23.25
2023-01-26 11:58:50.364000,23.5
2023-01-26 11:58:51.363000,23.375
2023-01-26 11:58:52.364000,23.375
2023-01-26 11:58:53.364000,23.5
2023-01-26 11:58:54.363000,23.375
2023-01-26 11:58:55.364000,23.25
2023-01-26 11:58:56.364000,23.25
2023-01-26 11:58:57.363000,23.125
2023-01-26 11:58:58.364000,23.25
2023-01-26 11:58:59.363000,23.375
2023-01-26 11:59:00.363000,23.375
2023-01-26 11:59:01.364000,23.375
2023-01-26 11:59:02.363000,23.625
2023-01-26 11:59:03.363000,23.375
2023-01-26 11:59:04.364000,23.5
2023-01-26 11:59:05.363000,23.25
2023-01-26 11:59:06.363000,23.375
2023-01-26 11:59:07.362000,23.25
2023-01-26 11:59:08.363000,23.25
2023-01-26 11:59:09.363000,23.25
2023-01-26 11:59:10.362000,23.375
2023-01-26 11:59:11.363000,23.25
2023-01-26 11:59:12.363000,23.25
2023-01-26 11:59:13.362000,23.375
2023-01-26 11:59:14.363000,23.125
2023-01-26 11:59:15.362000,23.125
2023-01-26 11:59:16.362000,23.125
2023-01-26 11:59:17.363000,23.5
2023-01-26 11:59:18.362000,23.125
2023-01-26 11:59:19.362000,23.25
2023-01-26 11:59:20.363000,23.25
2023-01-26 11:59:21.362000,23.125
2023-01-26 11:59:22.362000,23.375
2023-01-26 11:59:23.361000,23.375
2023-01-26 11:59:24.362000,23.25
2023-01-26 11:59:25.362000,23.125
2023-01-26 11:59:26.361000,23.0
2023-01-26 11:59:27.362000,23.25
2023-01-26 11:59:28.362000,23.125
2023-01-26 11:59:29.361000,23.125
2023-01-26 11:59:30.362000,23.25
2023-01-26 11:59:31.361000,23.25
2023-01-26 11:59:32.361000,23.375
2023-01-26 11:59:33.362000,23.375
2023-01-26 11:59:34.361000,23.25
2023-01-26 11:59:35.361000,23.125
2023-01-26 11:59:36.362000,23.25
2023-01-26 11:59:37.361000,23.125
2023-01-26 11:59:38.361000,23.125
2023-01-26 11:59:39.360000,23.125
2023-01-26 11:59:40.361000,23.125
2023-01-26 11:59:41.361000,23.25
2023-01-26 11:59:42.360000,23.125
2023-01-26 11:59:43.361000,23.125
2023-01-26 11:59:44.361000,23.125
2023-01-26 11:59:45.360000,23.375
2023-01-26 11:59:46.361000,23.0
2023-01-26 11:59:47.360000,23.25
2023-01-26 11:59:48.360000,23.125
2023-01-26 11:59:49.361000,23.0
2023-01-26 11:59:50.360000,22.875
2023-01-26 11:59:51.360000,23.125
2023-01-26 11:59:52.361000,23.125
2023-01-26 11:59:53.360000,23.125
2023-01-26 11:59:54.360000,23.0
2023-01-26 11:59:55.359000,23.0
2023-01-26 11:59:56.360000,23.0
